Regulon	CellType	RelativeActivity
4584	ETV2(+)	GMP_late_HC_no_chr21amp	0.942511678256925
4585	ETV3(+)	GMP_late_HC_no_chr21amp	0.486290746244443
4587	ETV6(+)	GMP_late_HC_no_chr21amp	0.443538703597629
4588	ETV7(+)	GMP_late_HC_no_chr21amp	0.55603128178978
4590	FLI1(+)	GMP_late_HC_no_chr21amp	0.0902123610566117
4591	FOS(+)	GMP_late_HC_no_chr21amp	0.94925713449552
4592	FOSB(+)	GMP_late_HC_no_chr21amp	0.994551947074393
4593	FOSL1(+)	GMP_late_HC_no_chr21amp	0.753425341647282
4594	FOSL2(+)	GMP_late_HC_no_chr21amp	0.880413964488977
4602	FOXK1(+)	GMP_late_HC_no_chr21amp	0.99758226351505
4603	FOXK2(+)	GMP_late_HC_no_chr21amp	0.178712640078576
4605	FOXN2(+)	GMP_late_HC_no_chr21amp	0.306947408501475
4607	FOXO1(+)	GMP_late_HC_no_chr21amp	0.398251918454673
4608	FOXO3(+)	GMP_late_HC_no_chr21amp	0.616587901921814
4610	FOXO6(+)	GMP_late_HC_no_chr21amp	0.328140542431392
4612	FOXP2(+)	GMP_late_HC_no_chr21amp	0.198635143558743
4613	FOXP4(+)	GMP_late_HC_no_chr21amp	0.113887816294711
4619	GLIS2(+)	GMP_late_HC_no_chr21amp	0.24946654021086
4621	GRHPR(+)	GMP_late_HC_no_chr21amp	0.340947666087637
4625	GTF2IRD1(+)	GMP_late_HC_no_chr21amp	1.05517316667202
4626	GTF3A(+)	GMP_late_HC_no_chr21amp	0.482464936690046
4627	HBP1(+)	GMP_late_HC_no_chr21amp	0.229121648095173
4628	HCFC1(+)	GMP_late_HC_no_chr21amp	0.234529793792316
4630	HES4(+)	GMP_late_HC_no_chr21amp	0.376279772216963
4632	HES7(+)	GMP_late_HC_no_chr21amp	0.0180838695559192
4633	HIC1(+)	GMP_late_HC_no_chr21amp	0.611898308990515
4634	HIC2(+)	GMP_late_HC_no_chr21amp	1.97239202771175
4635	HIVEP2(+)	GMP_late_HC_no_chr21amp	0.436406512137047
4636	HMGA1(+)	GMP_late_HC_no_chr21amp	0.64280075546119
4637	HMGB3(+)	GMP_late_HC_no_chr21amp	0.69306424178273
4650	HOXB9(+)	GMP_late_HC_no_chr21amp	0.359354476937411
4652	HSPA5(+)	GMP_late_HC_no_chr21amp	1.42858754836497
4653	IKZF1(+)	GMP_late_HC_no_chr21amp	0.52090076065349
4655	IRF1(+)	GMP_late_HC_no_chr21amp	0.291004906836982
4657	IRF4(+)	GMP_late_HC_no_chr21amp	0.90489270488944
4658	IRF5(+)	GMP_late_HC_no_chr21amp	0.9398101408587
4659	IRF7(+)	GMP_late_HC_no_chr21amp	0.640419113291653
4660	IRF8(+)	GMP_late_HC_no_chr21amp	1.06366395721355
4664	ISL2(+)	GMP_late_HC_no_chr21amp	1.48090040626761
4665	JDP2(+)	GMP_late_HC_no_chr21amp	1.21137506534643
4666	JUN(+)	GMP_late_HC_no_chr21amp	0.542828324060413
4667	JUNB(+)	GMP_late_HC_no_chr21amp	0.870759034833234
4668	JUND(+)	GMP_late_HC_no_chr21amp	0.568793431250263
4669	KDM5A(+)	GMP_late_HC_no_chr21amp	0.0473028526974454
4671	KLF10(+)	GMP_late_HC_no_chr21amp	0.721853998516511
4672	KLF11(+)	GMP_late_HC_no_chr21amp	0.225137332592982
4673	KLF13(+)	GMP_late_HC_no_chr21amp	0.56365054618397
4676	KLF2(+)	GMP_late_HC_no_chr21amp	0.528971618417671
4678	KLF4(+)	GMP_late_HC_no_chr21amp	0.865154020699186
4679	KLF5(+)	GMP_late_HC_no_chr21amp	0.103733295940793
4680	KLF6(+)	GMP_late_HC_no_chr21amp	0.467894853187537
4681	KLF9(+)	GMP_late_HC_no_chr21amp	1.35650351906858
4683	LEF1(+)	GMP_late_HC_no_chr21amp	0.253437396596821
4685	LTF(+)	GMP_late_HC_no_chr21amp	0.670538062271356
4687	MAFA(+)	GMP_late_HC_no_chr21amp	1.1498118071991
4688	MAFB(+)	GMP_late_HC_no_chr21amp	0.691772694629869
4689	MAFF(+)	GMP_late_HC_no_chr21amp	0.794484134262454
4690	MAFG(+)	GMP_late_HC_no_chr21amp	1.07511553098623
4691	MAFK(+)	GMP_late_HC_no_chr21amp	0.387093382023966
4693	MAZ(+)	GMP_late_HC_no_chr21amp	0.24336675903194
4694	MECP2(+)	GMP_late_HC_no_chr21amp	0.19530676138285
4695	MEF2A(+)	GMP_late_HC_no_chr21amp	0.769627559883614
4696	MEF2C(+)	GMP_late_HC_no_chr21amp	0.397294104664268
4699	MLX(+)	GMP_late_HC_no_chr21amp	0.98737271465206
4700	MLXIPL(+)	GMP_late_HC_no_chr21amp	0.694157990076523
4701	MSC(+)	GMP_late_HC_no_chr21amp	1.09527827429736
4704	MTF1(+)	GMP_late_HC_no_chr21amp	1.37676597870675
4710	MYEF2(+)	GMP_late_HC_no_chr21amp	0.095718605217166
4712	NFATC1(+)	GMP_late_HC_no_chr21amp	0.12162054499326
4717	NFIC(+)	GMP_late_HC_no_chr21amp	1.41069003525772
4718	NFIL3(+)	GMP_late_HC_no_chr21amp	1.03169745499831
4719	NFKB1(+)	GMP_late_HC_no_chr21amp	0.460409308623071
4720	NFKB2(+)	GMP_late_HC_no_chr21amp	0.323318646225228
4724	NR1D1(+)	GMP_late_HC_no_chr21amp	0.188654816073161
4725	NR2C1(+)	GMP_late_HC_no_chr21amp	1.23421507073252
4728	NRF1(+)	GMP_late_HC_no_chr21amp	0.541230055807379
4729	ONECUT2(+)	GMP_late_HC_no_chr21amp	0.525663321620096
4730	OSR2(+)	GMP_late_HC_no_chr21amp	0.324681278072459
4731	PATZ1(+)	GMP_late_HC_no_chr21amp	1.11368301447867
4733	PAX9(+)	GMP_late_HC_no_chr21amp	0.420785621102201
4736	PBX4(+)	GMP_late_HC_no_chr21amp	0.165087515845363
4737	PDLIM5(+)	GMP_late_HC_no_chr21amp	0.475595987225741
4738	PHF8(+)	GMP_late_HC_no_chr21amp	0.303765558431588
4739	PKNOX1(+)	GMP_late_HC_no_chr21amp	1.0403002744446
4742	POLE4(+)	GMP_late_HC_no_chr21amp	1.6990240100986
4746	POU1F1(+)	GMP_late_HC_no_chr21amp	0.865653353776857
4749	POU2F2(+)	GMP_late_HC_no_chr21amp	0.0291813771720467
4754	PPARD(+)	GMP_late_HC_no_chr21amp	0.852566400161405
4755	PPARG(+)	GMP_late_HC_no_chr21amp	1.398874933339
4756	PPARGC1A(+)	GMP_late_HC_no_chr21amp	0.870449871031687
4757	PRDM1(+)	GMP_late_HC_no_chr21amp	0.70134867794432
4759	PRDM5(+)	GMP_late_HC_no_chr21amp	1.33703031682997
4764	RARA(+)	GMP_late_HC_no_chr21amp	0.354816571966131
4766	RARG(+)	GMP_late_HC_no_chr21amp	0.432208805244799
4768	RCOR1(+)	GMP_late_HC_no_chr21amp	0.737888138648405
4769	REL(+)	GMP_late_HC_no_chr21amp	0.673610305708886
4771	RELB(+)	GMP_late_HC_no_chr21amp	0.37754489271588
4774	RFX2(+)	GMP_late_HC_no_chr21amp	0.293770493606498
4776	RFX5(+)	GMP_late_HC_no_chr21amp	0.191513019506014
4779	RREB1(+)	GMP_late_HC_no_chr21amp	0.655086939224379
4780	RUNX2(+)	GMP_late_HC_no_chr21amp	0.58985456885263
4781	RUNX3(+)	GMP_late_HC_no_chr21amp	0.177295709696844
4782	RXRA(+)	GMP_late_HC_no_chr21amp	0.542586321343397
4783	SAP30(+)	GMP_late_HC_no_chr21amp	0.633935632893132
4787	SIRT6(+)	GMP_late_HC_no_chr21amp	0.380454924603787
4791	SMAD7(+)	GMP_late_HC_no_chr21amp	0.566116638987608
4793	SNAI3(+)	GMP_late_HC_no_chr21amp	0.10909050958795
4795	SOX15(+)	GMP_late_HC_no_chr21amp	0.310828954526205
4798	SOX5(+)	GMP_late_HC_no_chr21amp	0.203965395629507
4801	SOX8(+)	GMP_late_HC_no_chr21amp	0.112291485313381
4802	SP3(+)	GMP_late_HC_no_chr21amp	0.342369990539539
4803	SP4(+)	GMP_late_HC_no_chr21amp	0.179445511688957
4805	SPI1(+)	GMP_late_HC_no_chr21amp	0.996293014291813
4806	SPIB(+)	GMP_late_HC_no_chr21amp	0.707825164490012
4808	SREBF2(+)	GMP_late_HC_no_chr21amp	0.418888294106073
4810	STAT1(+)	GMP_late_HC_no_chr21amp	0.360135398911293
4811	STAT2(+)	GMP_late_HC_no_chr21amp	0.413477236518532
4812	STAT3(+)	GMP_late_HC_no_chr21amp	0.527933707663483
4818	SUZ12(+)	GMP_late_HC_no_chr21amp	0.276310279283373
4826	TCF15(+)	GMP_late_HC_no_chr21amp	0.375903887023288
4829	TCF7L2(+)	GMP_late_HC_no_chr21amp	0.634785354181451
4832	TEAD4(+)	GMP_late_HC_no_chr21amp	0.021590319665543
4835	TFDP1(+)	GMP_late_HC_no_chr21amp	0.0369317650974835
4836	TFE3(+)	GMP_late_HC_no_chr21amp	0.0525046755267536
4837	TFEB(+)	GMP_late_HC_no_chr21amp	0.771304894293531
4838	THRA(+)	GMP_late_HC_no_chr21amp	0.5043013661795
4842	USF1(+)	GMP_late_HC_no_chr21amp	0.512559853556711
4844	VDR(+)	GMP_late_HC_no_chr21amp	0.540841029928382
4845	VENTX(+)	GMP_late_HC_no_chr21amp	0.19859820082997
4847	WRNIP1(+)	GMP_late_HC_no_chr21amp	0.153636055234839
4849	XBP1(+)	GMP_late_HC_no_chr21amp	0.778524534160115
4850	XRCC4(+)	GMP_late_HC_no_chr21amp	0.374337184881952
4854	ZBTB33(+)	GMP_late_HC_no_chr21amp	0.049515364860197
4856	ZBTB7A(+)	GMP_late_HC_no_chr21amp	0.709562318090877
4857	ZBTB7B(+)	GMP_late_HC_no_chr21amp	0.853976210246252
4861	ZFX(+)	GMP_late_HC_no_chr21amp	0.942871259008833
4862	ZMIZ1(+)	GMP_late_HC_no_chr21amp	0.345969877585201
4863	ZNF132(+)	GMP_late_HC_no_chr21amp	1.70231642456219
4868	ZNF215(+)	GMP_late_HC_no_chr21amp	0.903171392448168
4871	ZNF311(+)	GMP_late_HC_no_chr21amp	0.236030356686069
4874	ZNF366(+)	GMP_late_HC_no_chr21amp	0.721887651939373
4876	ZNF443(+)	GMP_late_HC_no_chr21amp	0.491823139659671
4877	ZNF467(+)	GMP_late_HC_no_chr21amp	0.191871472024045
4880	ZNF563(+)	GMP_late_HC_no_chr21amp	0.0610370218734404
4885	ZNF787(+)	GMP_late_HC_no_chr21amp	0.345949386330951
4887	ZRSR2(+)	GMP_late_HC_no_chr21amp	0.655177546849352
4890	AKR1A1(+)	GMP_late_MPNAML_chr21amp	0.947800138524255
4892	ARID3A(+)	GMP_late_MPNAML_chr21amp	0.721335517521788
4893	ARNT(+)	GMP_late_MPNAML_chr21amp	1.03984490566605
4895	ASCL2(+)	GMP_late_MPNAML_chr21amp	0.142065713878734
4897	ATF2(+)	GMP_late_MPNAML_chr21amp	0.172830382075739
4899	ATF4(+)	GMP_late_MPNAML_chr21amp	0.242611473401647
4900	ATF5(+)	GMP_late_MPNAML_chr21amp	0.439102393627084
4902	BACH1(+)	GMP_late_MPNAML_chr21amp	0.252784606894368
4903	BATF(+)	GMP_late_MPNAML_chr21amp	0.104497686126488
4905	BCL11A(+)	GMP_late_MPNAML_chr21amp	0.134915159274945
4906	BCL3(+)	GMP_late_MPNAML_chr21amp	0.0308421795039009
4907	BCL6(+)	GMP_late_MPNAML_chr21amp	0.331396469376635
4913	CEBPA(+)	GMP_late_MPNAML_chr21amp	1.36592259555418
4914	CEBPB(+)	GMP_late_MPNAML_chr21amp	0.205612482624312
4915	CEBPD(+)	GMP_late_MPNAML_chr21amp	0.476224749602778
4916	CEBPE(+)	GMP_late_MPNAML_chr21amp	2.43005492419435
4918	CENPB(+)	GMP_late_MPNAML_chr21amp	1.28657833068513
4921	CHD2(+)	GMP_late_MPNAML_chr21amp	0.327213965879076
4923	CLOCK(+)	GMP_late_MPNAML_chr21amp	1.81598016166438
4924	CREB1(+)	GMP_late_MPNAML_chr21amp	0.0352269121958145
4925	CREB3(+)	GMP_late_MPNAML_chr21amp	0.942161130868695
4927	CREB3L2(+)	GMP_late_MPNAML_chr21amp	0.324915494139035
4928	CREB5(+)	GMP_late_MPNAML_chr21amp	0.636490012840226
4930	CSNK2B(+)	GMP_late_MPNAML_chr21amp	1.17248561121972
4933	CYB5R1(+)	GMP_late_MPNAML_chr21amp	0.307212042281977
4935	DDIT3(+)	GMP_late_MPNAML_chr21amp	0.105513029122718
4940	E2F3(+)	GMP_late_MPNAML_chr21amp	0.501145770300428
4942	E2F6(+)	GMP_late_MPNAML_chr21amp	2.87163234551868
4950	ELF2(+)	GMP_late_MPNAML_chr21amp	0.15109982579845
4951	ELF3(+)	GMP_late_MPNAML_chr21amp	0.041015802213334
4954	ELK4(+)	GMP_late_MPNAML_chr21amp	0.860470817578337
4955	EOMES(+)	GMP_late_MPNAML_chr21amp	1.02613582156445
4957	ESRRA(+)	GMP_late_MPNAML_chr21amp	0.0541697477076421
4959	ETS2(+)	GMP_late_MPNAML_chr21amp	0.140145112272506
4960	ETV2(+)	GMP_late_MPNAML_chr21amp	1.18623644205936
4962	ETV4(+)	GMP_late_MPNAML_chr21amp	0.927306983209604
4963	ETV6(+)	GMP_late_MPNAML_chr21amp	0.209670750940675
4964	ETV7(+)	GMP_late_MPNAML_chr21amp	0.142914510018151
4966	FLI1(+)	GMP_late_MPNAML_chr21amp	0.32714784079205
4968	FOSB(+)	GMP_late_MPNAML_chr21amp	0.016561111902307
4970	FOSL2(+)	GMP_late_MPNAML_chr21amp	0.123569890538522
4972	FOXC1(+)	GMP_late_MPNAML_chr21amp	0.142455005226723
4980	FOXM1(+)	GMP_late_MPNAML_chr21amp	0.328641951142656
4981	FOXN2(+)	GMP_late_MPNAML_chr21amp	0.0305764764516952
4982	FOXN3(+)	GMP_late_MPNAML_chr21amp	0.523062252909987
4986	FOXO6(+)	GMP_late_MPNAML_chr21amp	0.338290470208843
4988	FOXP2(+)	GMP_late_MPNAML_chr21amp	0.233275392141721
4991	GATA2(+)	GMP_late_MPNAML_chr21amp	0.113917021020949
4997	GRHPR(+)	GMP_late_MPNAML_chr21amp	0.242908440147379
5001	GTF2IRD1(+)	GMP_late_MPNAML_chr21amp	0.144830515905352
5002	GTF3A(+)	GMP_late_MPNAML_chr21amp	0.771800319591357
5006	HES4(+)	GMP_late_MPNAML_chr21amp	0.0151483717359061
5010	HIC2(+)	GMP_late_MPNAML_chr21amp	1.2883666188892
5012	HMGA1(+)	GMP_late_MPNAML_chr21amp	0.224527631273309
5013	HMGB3(+)	GMP_late_MPNAML_chr21amp	0.666262825655842
5017	HOXA2(+)	GMP_late_MPNAML_chr21amp	0.820951417398014
5020	HOXA5(+)	GMP_late_MPNAML_chr21amp	0.703441758506551
5021	HOXA6(+)	GMP_late_MPNAML_chr21amp	0.169714887813072
5022	HOXA9(+)	GMP_late_MPNAML_chr21amp	0.543534663645823
5028	HSPA5(+)	GMP_late_MPNAML_chr21amp	0.869141369534515
5029	IKZF1(+)	GMP_late_MPNAML_chr21amp	0.927917537690431
5030	IKZF2(+)	GMP_late_MPNAML_chr21amp	0.699898350666224
5034	IRF5(+)	GMP_late_MPNAML_chr21amp	0.0560755898158355
5035	IRF7(+)	GMP_late_MPNAML_chr21amp	0.0651990620460476
5036	IRF8(+)	GMP_late_MPNAML_chr21amp	0.15860647885803
5038	IRX2(+)	GMP_late_MPNAML_chr21amp	0.20600555889763
5040	ISL2(+)	GMP_late_MPNAML_chr21amp	0.417741572138085
5041	JDP2(+)	GMP_late_MPNAML_chr21amp	0.561477601489781
5042	JUN(+)	GMP_late_MPNAML_chr21amp	0.0485011278278344
5047	KLF10(+)	GMP_late_MPNAML_chr21amp	0.069249354048838
5050	KLF15(+)	GMP_late_MPNAML_chr21amp	0.0857946211000552
5054	KLF4(+)	GMP_late_MPNAML_chr21amp	0.17071687422521
5055	KLF5(+)	GMP_late_MPNAML_chr21amp	0.627209083502811
5060	LHX6(+)	GMP_late_MPNAML_chr21amp	0.529280265423802
5061	LTF(+)	GMP_late_MPNAML_chr21amp	0.882161797707286
5062	LUZP2(+)	GMP_late_MPNAML_chr21amp	0.0773612545115808
5064	MAFB(+)	GMP_late_MPNAML_chr21amp	0.0228491227534399
5068	MAX(+)	GMP_late_MPNAML_chr21amp	0.257033524245374
5069	MAZ(+)	GMP_late_MPNAML_chr21amp	0.414643405266444
5071	MEF2A(+)	GMP_late_MPNAML_chr21amp	0.0827631194462524
5072	MEF2C(+)	GMP_late_MPNAML_chr21amp	0.246389558556618
5076	MLXIPL(+)	GMP_late_MPNAML_chr21amp	0.0823196543384582
5077	MSC(+)	GMP_late_MPNAML_chr21amp	0.420806248847992
5080	MTF1(+)	GMP_late_MPNAML_chr21amp	1.10296691248361
5083	MYB(+)	GMP_late_MPNAML_chr21amp	0.517437860408445
5090	NFATC3(+)	GMP_late_MPNAML_chr21amp	1.20884758560743
5092	NFE2L3(+)	GMP_late_MPNAML_chr21amp	2.78541877558357
5093	NFIC(+)	GMP_late_MPNAML_chr21amp	0.623992102676508
5094	NFIL3(+)	GMP_late_MPNAML_chr21amp	0.268407041278343
5099	NKX3-1(+)	GMP_late_MPNAML_chr21amp	1.46787491687228
5101	NR2C1(+)	GMP_late_MPNAML_chr21amp	0.492466537823911
5103	NR5A1(+)	GMP_late_MPNAML_chr21amp	0.607337886311247
5105	ONECUT2(+)	GMP_late_MPNAML_chr21amp	0.228128856885306
5106	OSR2(+)	GMP_late_MPNAML_chr21amp	0.363593327698596
5107	PATZ1(+)	GMP_late_MPNAML_chr21amp	1.79068498471674
5115	PKNOX1(+)	GMP_late_MPNAML_chr21amp	1.03920623595943
5117	POLE3(+)	GMP_late_MPNAML_chr21amp	0.250744860055376
5118	POLE4(+)	GMP_late_MPNAML_chr21amp	0.51454012464247
5120	POLR3A(+)	GMP_late_MPNAML_chr21amp	0.377091476547909
5122	POU1F1(+)	GMP_late_MPNAML_chr21amp	1.38765756029905
5124	POU2F1(+)	GMP_late_MPNAML_chr21amp	0.777742868299651
5125	POU2F2(+)	GMP_late_MPNAML_chr21amp	0.0294899714291729
5127	POU5F1(+)	GMP_late_MPNAML_chr21amp	2.87011752044412
5131	PPARG(+)	GMP_late_MPNAML_chr21amp	0.103390214006456
5132	PPARGC1A(+)	GMP_late_MPNAML_chr21amp	1.29574210465707
5134	PRDM16(+)	GMP_late_MPNAML_chr21amp	0.743717635295843
5148	REST(+)	GMP_late_MPNAML_chr21amp	0.0418112925913256
5150	RFX2(+)	GMP_late_MPNAML_chr21amp	0.0403129070778289
5151	RFX3(+)	GMP_late_MPNAML_chr21amp	0.149016220649243
5153	RFXANK(+)	GMP_late_MPNAML_chr21amp	0.0974144089442198
5154	RHOXF1(+)	GMP_late_MPNAML_chr21amp	0.719973373055827
5155	RREB1(+)	GMP_late_MPNAML_chr21amp	0.529039317384427
5156	RUNX2(+)	GMP_late_MPNAML_chr21amp	0.8979952018529
5157	RUNX3(+)	GMP_late_MPNAML_chr21amp	0.0324706908619345
5158	RXRA(+)	GMP_late_MPNAML_chr21amp	0.0538003757872843
5159	SAP30(+)	GMP_late_MPNAML_chr21amp	0.257622716215254
5160	SCRT2(+)	GMP_late_MPNAML_chr21amp	0.791833578444669
5163	SIRT6(+)	GMP_late_MPNAML_chr21amp	0.158122615042879
5165	SIX5(+)	GMP_late_MPNAML_chr21amp	0.966819769831718
5172	SOX18(+)	GMP_late_MPNAML_chr21amp	0.264976149647333
5181	SPI1(+)	GMP_late_MPNAML_chr21amp	0.486388947131129
5185	SRF(+)	GMP_late_MPNAML_chr21amp	0.242534859884993
5186	STAT1(+)	GMP_late_MPNAML_chr21amp	0.226311705713147
5187	STAT2(+)	GMP_late_MPNAML_chr21amp	0.63511669817668
5189	STAT4(+)	GMP_late_MPNAML_chr21amp	0.160954754368721
5191	STAT5B(+)	GMP_late_MPNAML_chr21amp	0.038947122465203
5192	STAT6(+)	GMP_late_MPNAML_chr21amp	0.00816013306889832
5193	SUPT20H(+)	GMP_late_MPNAML_chr21amp	0.653527286394779
5195	TAF1(+)	GMP_late_MPNAML_chr21amp	1.33015733256674
5199	TBX21(+)	GMP_late_MPNAML_chr21amp	0.628689531612824
5205	TCF7L2(+)	GMP_late_MPNAML_chr21amp	0.231321926868937
5207	TEAD3(+)	GMP_late_MPNAML_chr21amp	2.20683686197392
5208	TEAD4(+)	GMP_late_MPNAML_chr21amp	1.0504770130221
5213	TFEB(+)	GMP_late_MPNAML_chr21amp	0.093883823890768
5218	USF1(+)	GMP_late_MPNAML_chr21amp	0.73225028986204
5225	XBP1(+)	GMP_late_MPNAML_chr21amp	0.47654605118069
5226	XRCC4(+)	GMP_late_MPNAML_chr21amp	0.580146639323475
5229	YY1(+)	GMP_late_MPNAML_chr21amp	0.481917713694382
5230	ZBTB33(+)	GMP_late_MPNAML_chr21amp	1.94080328713121
5232	ZBTB7A(+)	GMP_late_MPNAML_chr21amp	0.117020359747158
5233	ZBTB7B(+)	GMP_late_MPNAML_chr21amp	0.562042705584726
5237	ZFX(+)	GMP_late_MPNAML_chr21amp	0.0420980888616699
5238	ZMIZ1(+)	GMP_late_MPNAML_chr21amp	0.341055855670203
5239	ZNF132(+)	GMP_late_MPNAML_chr21amp	1.73324145851129
5242	ZNF18(+)	GMP_late_MPNAML_chr21amp	0.191397066753296
5243	ZNF195(+)	GMP_late_MPNAML_chr21amp	0.0252495972029461
5246	ZNF263(+)	GMP_late_MPNAML_chr21amp	1.12454273692959
5249	ZNF324(+)	GMP_late_MPNAML_chr21amp	0.247397452532266
5250	ZNF366(+)	GMP_late_MPNAML_chr21amp	0.0431204806039006
5253	ZNF467(+)	GMP_late_MPNAML_chr21amp	0.165381755634414
5255	ZNF549(+)	GMP_late_MPNAML_chr21amp	0.453916405873058
5257	ZNF575(+)	GMP_late_MPNAML_chr21amp	0.102922286016411
5266	AKR1A1(+)	GMP_late_MPNAML_no_chr21amp	0.218702967019038
5268	ARID3A(+)	GMP_late_MPNAML_no_chr21amp	0.233963435503123
5269	ARNT(+)	GMP_late_MPNAML_no_chr21amp	0.167292800527744
5271	ASCL2(+)	GMP_late_MPNAML_no_chr21amp	0.474176190182362
5272	ATF1(+)	GMP_late_MPNAML_no_chr21amp	0.348605110784514
5275	ATF4(+)	GMP_late_MPNAML_no_chr21amp	0.487125973679785
5276	ATF5(+)	GMP_late_MPNAML_no_chr21amp	0.145590867516775
5280	BATF3(+)	GMP_late_MPNAML_no_chr21amp	0.0919857555554512
5281	BCL11A(+)	GMP_late_MPNAML_no_chr21amp	0.114877053501036
5283	BCL6(+)	GMP_late_MPNAML_no_chr21amp	0.417266289251065
5287	BRCA1(+)	GMP_late_MPNAML_no_chr21amp	0.955214640141938
5289	CEBPA(+)	GMP_late_MPNAML_no_chr21amp	0.897828160702957
5290	CEBPB(+)	GMP_late_MPNAML_no_chr21amp	0.185027366432249
5291	CEBPD(+)	GMP_late_MPNAML_no_chr21amp	0.458365974519966
5292	CEBPE(+)	GMP_late_MPNAML_no_chr21amp	1.45569471697274
5294	CENPB(+)	GMP_late_MPNAML_no_chr21amp	0.636266614513525
5299	CLOCK(+)	GMP_late_MPNAML_no_chr21amp	0.730703925137786
5300	CREB1(+)	GMP_late_MPNAML_no_chr21amp	0.260551295945893
5301	CREB3(+)	GMP_late_MPNAML_no_chr21amp	0.458594802525265
5306	CSNK2B(+)	GMP_late_MPNAML_no_chr21amp	0.341003652677841
5307	CTCF(+)	GMP_late_MPNAML_no_chr21amp	0.409426895890364
5310	DBP(+)	GMP_late_MPNAML_no_chr21amp	0.340895832400347
5311	DDIT3(+)	GMP_late_MPNAML_no_chr21amp	0.0387054036155924
5314	E2F1(+)	GMP_late_MPNAML_no_chr21amp	0.763206193772784
5318	E2F6(+)	GMP_late_MPNAML_no_chr21amp	1.00779522456975
5319	E2F7(+)	GMP_late_MPNAML_no_chr21amp	0.230820545412372
5320	E2F8(+)	GMP_late_MPNAML_no_chr21amp	0.220114505258176
5326	ELF2(+)	GMP_late_MPNAML_no_chr21amp	0.0903799479169099
5327	ELF3(+)	GMP_late_MPNAML_no_chr21amp	0.0282896852870548
5328	ELF4(+)	GMP_late_MPNAML_no_chr21amp	0.0254173500789486
5330	ELK4(+)	GMP_late_MPNAML_no_chr21amp	0.603224787510975
5331	EOMES(+)	GMP_late_MPNAML_no_chr21amp	0.173879499669409
5336	ETV2(+)	GMP_late_MPNAML_no_chr21amp	0.890180659842907
5338	ETV4(+)	GMP_late_MPNAML_no_chr21amp	0.0751653734014233
5339	ETV6(+)	GMP_late_MPNAML_no_chr21amp	0.11991406344947
5340	ETV7(+)	GMP_late_MPNAML_no_chr21amp	0.445278334754366
5341	EZH2(+)	GMP_late_MPNAML_no_chr21amp	0.187267716742372
5343	FOS(+)	GMP_late_MPNAML_no_chr21amp	0.189922595269698
5344	FOSB(+)	GMP_late_MPNAML_no_chr21amp	0.164920445042775
5346	FOSL2(+)	GMP_late_MPNAML_no_chr21amp	0.162900791668628
5349	FOXD2(+)	GMP_late_MPNAML_no_chr21amp	0.171926243697593
5352	FOXJ2(+)	GMP_late_MPNAML_no_chr21amp	0.0224246155170535
5354	FOXK1(+)	GMP_late_MPNAML_no_chr21amp	0.525389469045555
5356	FOXM1(+)	GMP_late_MPNAML_no_chr21amp	0.320409050319721
5357	FOXN2(+)	GMP_late_MPNAML_no_chr21amp	0.590752346651143
5363	FOXP1(+)	GMP_late_MPNAML_no_chr21amp	0.0555684598105319
5364	FOXP2(+)	GMP_late_MPNAML_no_chr21amp	0.891883231841743
5370	GLI3(+)	GMP_late_MPNAML_no_chr21amp	0.289896337573904
5373	GRHPR(+)	GMP_late_MPNAML_no_chr21amp	0.288301929346346
5374	GSC(+)	GMP_late_MPNAML_no_chr21amp	1.87910384675313
5377	GTF2IRD1(+)	GMP_late_MPNAML_no_chr21amp	0.0345412971086183
5378	GTF3A(+)	GMP_late_MPNAML_no_chr21amp	0.471305119065973
5384	HES7(+)	GMP_late_MPNAML_no_chr21amp	0.135558124454611
5386	HIC2(+)	GMP_late_MPNAML_no_chr21amp	0.642863450335409
5388	HMGA1(+)	GMP_late_MPNAML_no_chr21amp	0.132558993153982
5389	HMGB3(+)	GMP_late_MPNAML_no_chr21amp	0.451729867496551
5395	HOXA4(+)	GMP_late_MPNAML_no_chr21amp	0.0286862912504346
5403	HSF5(+)	GMP_late_MPNAML_no_chr21amp	0.538465641988533
5405	IKZF1(+)	GMP_late_MPNAML_no_chr21amp	0.694173510704305
5406	IKZF2(+)	GMP_late_MPNAML_no_chr21amp	0.457583841913186
5408	IRF2(+)	GMP_late_MPNAML_no_chr21amp	0.377719025477537
5409	IRF4(+)	GMP_late_MPNAML_no_chr21amp	0.107087849177127
5410	IRF5(+)	GMP_late_MPNAML_no_chr21amp	1.18980678399227
5411	IRF7(+)	GMP_late_MPNAML_no_chr21amp	0.573787592311403
5412	IRF8(+)	GMP_late_MPNAML_no_chr21amp	0.356766848527663
5414	IRX2(+)	GMP_late_MPNAML_no_chr21amp	0.205206396058676
5416	ISL2(+)	GMP_late_MPNAML_no_chr21amp	0.382728790165778
5417	JDP2(+)	GMP_late_MPNAML_no_chr21amp	0.918006095362385
5419	JUNB(+)	GMP_late_MPNAML_no_chr21amp	0.0149557527941789
5423	KLF10(+)	GMP_late_MPNAML_no_chr21amp	0.286294046295603
5425	KLF13(+)	GMP_late_MPNAML_no_chr21amp	0.0727348403871009
5427	KLF16(+)	GMP_late_MPNAML_no_chr21amp	0.157442162397401
5428	KLF2(+)	GMP_late_MPNAML_no_chr21amp	0.16983556972557
